isin,trade_date,settlement_date,counterparty,region,instrument_type,currency,notional_value,coupon_rate,yield_spread,settlement_method,trade_channel,previous_settlement_fails,counterparty_risk_score,ssi_valid,time_to_settle_days,settlement_status,fail_reason,trade_month,high_notional_flag,interest_to_yield_ratio
JPCO2N5HSAI9,2025-10-10,2025-10-11,Deutsche Bank,APAC,Municipal Bond,USD,4926897.1,3.17,2.18,FOP,RFQ,0,0.88,0,1,0,None,10,0,1.45
DEE27R37Z5W5,2025-10-04,2025-10-05,Citibank,APAC,Sovereign Bond,USD,5163999.85,5.41,2.58,FOP,Chat,1,0.47,0,1,0,None,10,1,2.09
USAZUPKPXVH2,2025-11-02,2025-11-05,Citibank,AMER,Corporate Bond,USD,6608966.55,6.59,2.69,FOP,FIX API,0,0.64,0,3,0,None,11,1,2.44
DED0GFCLWJ96,2025-10-10,2025-10-12,Barclays UK,AMER,Agency Bond,EUR,9802004.11,2.74,2.26,DVP,Chat,1,0.53,0,2,1,Counterparty Mismatch,10,1,1.21
USPLIHUDCA95,2025-11-12,2025-11-13,Barclays UK,APAC,Municipal Bond,USD,5759655.03,7.06,0.12,FOP,Chat,1,0.57,1,1,0,None,11,1,54.31
DE9SP9AYM0G0,2025-10-30,2025-11-01,Citibank,APAC,Corporate Bond,EUR,143575.93,0.5,1.47,DVP,Voice,1,0.03,0,2,0,None,10,0,0.34
DESNOADO54Y3,2025-09-28,2025-09-30,Deutsche Bank,EMEA,Municipal Bond,JPY,705262.54,4.15,1.2,FOP,Chat,0,0.04,1,2,0,None,9,0,3.43
US6AK5QGRCI8,2025-11-01,2025-11-04,HSBC,EMEA,Corporate Bond,USD,9900222.76,1.96,1.68,FOP,Chat,3,0.99,0,3,0,None,11,1,1.16
JPMAS9YB86E5,2025-10-19,2025-10-20,Citibank,EMEA,Municipal Bond,EUR,1193386.96,3.59,2.45,DVP,Chat,1,0.51,1,1,0,None,10,0,1.46
FR4B4T851H33,2025-10-05,2025-10-08,HSBC,APAC,Corporate Bond,JPY,8769423.79,3.72,0.71,DVP,Voice,0,0.87,1,3,0,None,10,1,5.17
GBCV68IODUO6,2025-10-26,2025-10-28,HSBC,AMER,Municipal Bond,USD,5525527.41,3.17,2.45,FOP,FIX API,0,0.58,0,2,0,None,10,1,1.29
IN7RS3DDPB75,2025-10-21,2025-10-24,BNP Paribas,EMEA,Sovereign Bond,EUR,8964908.61,0.75,2.6,DVP,FIX API,1,0.36,1,3,0,None,10,1,0.29
JPKKGOK7MR47,2025-09-23,2025-09-24,HSBC,AMER,Sovereign Bond,EUR,5712809.71,5.85,2.3,DVP,Chat,1,0.53,1,1,0,None,9,1,2.53
INIR2VKRGQR8,2025-09-22,2025-09-23,BNP Paribas,APAC,Sovereign Bond,GBP,7641949.66,2.98,2.99,FOP,Chat,0,0.43,0,1,0,None,9,1,0.99
DE4XK4NMMD31,2025-09-26,2025-09-29,JP Morgan,APAC,Corporate Bond,JPY,1365051.25,1.35,0.92,FOP,Voice,1,0.05,0,3,0,None,9,0,1.45
GBE8B777R9Y6,2025-09-26,2025-09-29,HSBC,APAC,Agency Bond,JPY,1019707.17,0.94,0.88,DVP,FIX API,3,0.57,0,3,0,None,9,0,1.06
GBXQTR6NFO18,2025-09-17,2025-09-19,Citibank,APAC,Municipal Bond,JPY,856293.84,5.95,0.3,FOP,Chat,0,0.56,0,2,0,None,9,0,19.19
JPRI5W0Q6BD2,2025-10-05,2025-10-08,Barclays UK,APAC,Sovereign Bond,JPY,9908178.05,5.8,2.53,DVP,Voice,1,0.57,1,3,0,None,10,1,2.28
DE8Z3DBTYX49,2025-09-30,2025-10-03,Deutsche Bank,AMER,Sovereign Bond,GBP,2885252.0,4.67,2.1,DVP,FIX API,2,0.39,1,3,0,None,9,0,2.21
GB6QBGSB39B9,2025-10-16,2025-10-19,Barclays UK,AMER,Sovereign Bond,USD,4772185.49,6.47,1.97,DVP,FIX API,0,0.04,1,3,0,None,10,0,3.27
USUEYXVYVND3,2025-10-03,2025-10-06,Barclays UK,APAC,Sovereign Bond,EUR,7807500.17,2.8,1.47,DVP,RFQ,0,0.8,1,3,0,None,10,1,1.89
DEB8QCUGBD44,2025-10-26,2025-10-29,Barclays UK,AMER,Agency Bond,GBP,4039807.73,2.11,1.08,FOP,RFQ,3,1.0,1,3,0,None,10,0,1.94
JPC01OL59U98,2025-10-01,2025-10-03,Barclays UK,EMEA,Municipal Bond,EUR,2417218.68,6.31,2.07,DVP,FIX API,0,0.24,0,2,0,None,10,0,3.03
GBVKDOOOMME1,2025-09-30,2025-10-03,BNP Paribas,EMEA,Corporate Bond,USD,5328586.57,6.72,1.2,DVP,RFQ,0,0.91,1,3,0,None,9,1,5.55
IN50UJ5NAT82,2025-11-04,2025-11-06,Barclays UK,EMEA,Municipal Bond,EUR,9309517.77,6.85,0.27,FOP,RFQ,0,0.21,1,2,0,None,11,1,24.46
USK4M86SFTR2,2025-11-12,2025-11-13,Citibank,APAC,Agency Bond,JPY,6444827.48,7.11,0.43,DVP,Voice,0,0.45,1,1,0,None,11,1,16.16
GB0EGGH020M5,2025-10-24,2025-10-27,JP Morgan,APAC,Agency Bond,JPY,9649343.84,3.85,0.4,FOP,Chat,1,0.79,0,3,0,None,10,1,9.39
USHQHQ1ECUQ2,2025-09-19,2025-09-20,HSBC,APAC,Agency Bond,EUR,9760735.71,4.4,1.74,FOP,Chat,0,0.3,0,1,0,None,9,1,2.51
DEVAFLGIU952,2025-11-10,2025-11-12,JP Morgan,EMEA,Sovereign Bond,JPY,3091691.17,0.97,0.83,FOP,Chat,0,0.2,0,2,0,None,11,0,1.15
INHN7D7UQ392,2025-10-31,2025-11-02,BNP Paribas,EMEA,Sovereign Bond,GBP,6124860.07,3.22,1.32,DVP,Voice,0,0.83,0,2,1,Missing Cash,10,1,2.42
GBFS9OZS3K58,2025-11-08,2025-11-10,Barclays UK,APAC,Agency Bond,GBP,4452210.58,5.05,0.25,FOP,RFQ,3,0.65,0,2,0,None,11,0,19.42
GBPJ3U8WWE67,2025-11-12,2025-11-13,HSBC,APAC,Agency Bond,EUR,4562108.06,4.45,0.56,FOP,Voice,1,0.86,1,1,0,None,11,0,7.81
DE8IZMXDPBH4,2025-11-05,2025-11-06,Citibank,EMEA,Municipal Bond,USD,1494250.93,5.29,1.01,DVP,Chat,1,0.91,1,1,0,None,11,0,5.19
FRB2H6U3WRM8,2025-09-21,2025-09-22,Barclays UK,EMEA,Agency Bond,GBP,553185.76,7.02,1.92,DVP,RFQ,0,0.99,1,1,0,None,9,0,3.64
INVKIAOQ14H2,2025-11-04,2025-11-07,BNP Paribas,EMEA,Municipal Bond,JPY,656474.62,4.92,2.32,DVP,Chat,1,0.78,0,3,1,Missing Cash,11,0,2.11
USC8WSVT1JB6,2025-09-28,2025-09-29,HSBC,AMER,Sovereign Bond,EUR,9952302.99,1.03,2.82,DVP,Chat,1,0.29,1,1,1,Missing Cash,9,1,0.36
GB8LEBGHIDI7,2025-10-26,2025-10-27,JP Morgan,AMER,Agency Bond,JPY,1104888.2,3.98,1.34,DVP,Voice,1,0.33,1,1,0,None,10,0,2.95
DE5UI1T6IGC6,2025-11-02,2025-11-03,Barclays UK,APAC,Corporate Bond,JPY,9807862.03,6.13,2.59,DVP,RFQ,0,0.36,1,1,0,None,11,1,2.36
FRSLT97XR204,2025-10-29,2025-10-30,Deutsche Bank,APAC,Municipal Bond,EUR,552693.49,7.12,0.52,FOP,Voice,0,0.9,1,1,0,None,10,0,13.43
GB0W9JOL0OC3,2025-10-24,2025-10-25,Citibank,AMER,Agency Bond,USD,1604429.01,0.77,2.19,FOP,RFQ,1,0.28,1,1,0,None,10,0,0.35
USK40WPMBOB7,2025-10-13,2025-10-14,HSBC,APAC,Sovereign Bond,GBP,9328087.73,3.67,2.23,DVP,Voice,0,0.5,1,1,0,None,10,1,1.64
JP842MPLR5B3,2025-10-18,2025-10-19,HSBC,APAC,Municipal Bond,EUR,2083567.01,4.3,1.38,FOP,RFQ,1,0.39,0,1,0,None,10,0,3.09
DEHXF9PNRYX8,2025-09-30,2025-10-01,HSBC,APAC,Municipal Bond,GBP,3453570.49,3.38,0.38,FOP,Chat,0,0.24,1,1,1,Counterparty Mismatch,9,0,8.67
JP6OCFV6Q498,2025-10-08,2025-10-09,BNP Paribas,EMEA,Municipal Bond,JPY,7391916.31,1.11,0.16,DVP,Voice,0,0.72,1,1,0,None,10,1,6.53
IN99FI4KDCZ5,2025-10-11,2025-10-12,Citibank,EMEA,Sovereign Bond,EUR,9242412.77,4.7,0.64,DVP,Voice,1,0.78,0,1,0,None,10,1,7.23
USYYIDINWAU1,2025-10-22,2025-10-24,Barclays UK,EMEA,Municipal Bond,JPY,3440999.48,3.17,2.23,FOP,FIX API,1,0.93,0,2,0,None,10,0,1.42
JPXQFWUMV2M3,2025-11-05,2025-11-06,Deutsche Bank,APAC,Agency Bond,USD,2198394.99,4.22,0.61,FOP,RFQ,0,0.63,0,1,0,None,11,0,6.81
USKK6C5OYP48,2025-09-19,2025-09-21,Deutsche Bank,APAC,Sovereign Bond,EUR,8100292.43,3.75,0.62,FOP,Chat,2,0.65,0,2,0,None,9,1,5.95
GBIV6VDBVIV6,2025-10-14,2025-10-17,BNP Paribas,EMEA,Sovereign Bond,EUR,3271583.51,1.87,2.46,FOP,RFQ,0,0.84,0,3,0,None,10,0,0.76
JPMXGRI91VY3,2025-09-30,2025-10-02,HSBC,AMER,Corporate Bond,USD,2438844.98,6.86,1.56,FOP,Voice,0,0.66,0,2,0,None,9,0,4.37
INIJY5PN9N03,2025-11-09,2025-11-11,HSBC,AMER,Corporate Bond,EUR,3919968.23,2.88,1.94,FOP,Chat,0,0.59,0,2,0,None,11,0,1.48
US6DHMGCIP02,2025-10-06,2025-10-08,JP Morgan,APAC,Sovereign Bond,USD,3748909.27,3.41,1.92,FOP,Voice,0,0.91,1,2,0,None,10,0,1.77
JPJ0G0QT0TC5,2025-11-10,2025-11-11,Barclays UK,EMEA,Corporate Bond,GBP,2017787.83,4.02,1.35,DVP,Voice,0,0.73,1,1,0,None,11,0,2.96
JPN82N33E8Z7,2025-10-03,2025-10-04,HSBC,EMEA,Corporate Bond,USD,8850186.91,6.87,2.88,DVP,Voice,1,0.77,1,1,0,None,10,1,2.38
JPFJ4QQZQPO6,2025-09-14,2025-09-16,BNP Paribas,APAC,Municipal Bond,EUR,164232.03,5.45,2.82,FOP,RFQ,1,0.19,1,2,0,None,9,0,1.93
JPIVQNY8E8R4,2025-10-30,2025-10-31,Citibank,EMEA,Agency Bond,GBP,6503916.22,7.29,1.1,FOP,RFQ,0,0.35,1,1,0,None,10,1,6.57
USQEQIQ38HT4,2025-10-27,2025-10-29,BNP Paribas,AMER,Agency Bond,GBP,114114.71,5.62,2.28,DVP,Voice,0,0.75,1,2,0,None,10,0,2.45
USLSHHZAW7W2,2025-10-27,2025-10-30,Deutsche Bank,AMER,Sovereign Bond,USD,3663737.83,0.61,1.73,FOP,Voice,0,0.12,1,3,0,None,10,0,0.35
FROOEAPC0R15,2025-10-11,2025-10-12,Barclays UK,APAC,Agency Bond,EUR,194111.4,7.21,1.59,FOP,Voice,0,0.98,0,1,0,None,10,0,4.51
INUOJUHU6BX8,2025-10-23,2025-10-26,Deutsche Bank,EMEA,Municipal Bond,JPY,3558337.66,6.4,1.15,FOP,FIX API,1,0.26,1,3,0,None,10,0,5.52
USA0C5Q50F76,2025-10-05,2025-10-06,Barclays UK,AMER,Municipal Bond,EUR,3963862.1,5.08,0.84,FOP,RFQ,0,0.43,0,1,0,None,10,0,5.98
JPVB0IIPZYK7,2025-09-17,2025-09-20,Deutsche Bank,AMER,Corporate Bond,EUR,7587319.75,3.39,1.32,FOP,FIX API,0,0.09,0,3,0,None,9,1,2.55
INAN064RCYO4,2025-10-16,2025-10-17,Citibank,EMEA,Corporate Bond,EUR,4868708.91,4.2,2.85,DVP,Voice,0,0.07,0,1,0,None,10,0,1.47
USGQ6LLFWI18,2025-09-27,2025-09-28,Barclays UK,EMEA,Corporate Bond,USD,5210707.67,6.61,0.7,DVP,Chat,1,0.04,1,1,0,None,9,1,9.31
INU3XUO5COO5,2025-10-09,2025-10-12,BNP Paribas,AMER,Municipal Bond,GBP,2588602.67,2.67,1.89,FOP,Voice,0,0.17,1,3,0,None,10,0,1.41
IN5AF79RE5C6,2025-09-26,2025-09-27,JP Morgan,AMER,Sovereign Bond,EUR,4646450.17,7.32,0.23,FOP,FIX API,0,0.95,1,1,0,None,9,0,30.5
GB8STTLO0Q54,2025-09-30,2025-10-01,Deutsche Bank,EMEA,Corporate Bond,JPY,4360886.92,3.68,2.65,DVP,Chat,0,0.9,1,1,0,None,9,0,1.38
JPMQ3GGPRHP4,2025-11-02,2025-11-04,HSBC,AMER,Agency Bond,USD,5012728.22,6.8,1.03,DVP,FIX API,1,0.65,1,2,0,None,11,1,6.54
FRVIH8D4J4W6,2025-10-04,2025-10-05,BNP Paribas,AMER,Corporate Bond,GBP,4084306.26,7.27,1.87,DVP,Voice,0,0.73,1,1,0,None,10,0,3.87
JPDDUUFVO6U1,2025-10-18,2025-10-20,Barclays UK,APAC,Municipal Bond,GBP,2652196.86,2.22,2.17,FOP,RFQ,1,0.52,0,2,0,None,10,0,1.02
GBQ4HJBZIJG3,2025-10-17,2025-10-20,JP Morgan,AMER,Municipal Bond,EUR,4494943.13,4.68,0.94,FOP,Chat,1,0.72,1,3,0,None,10,0,4.93
JP3C8TPZBXI8,2025-10-13,2025-10-14,HSBC,AMER,Sovereign Bond,EUR,6645427.27,5.37,2.14,DVP,RFQ,0,0.68,1,1,0,None,10,1,2.5
US13XF0UX315,2025-10-04,2025-10-06,Citibank,EMEA,Municipal Bond,USD,2622694.47,1.6,2.11,FOP,Chat,3,0.09,0,2,0,None,10,0,0.75
JPJGD2ZHWPO1,2025-10-24,2025-10-26,BNP Paribas,AMER,Municipal Bond,GBP,8482337.16,1.61,0.16,FOP,FIX API,0,0.78,0,2,1,Late SSI,10,1,9.47
GBMN1LA2TB91,2025-09-16,2025-09-18,HSBC,EMEA,Municipal Bond,EUR,6780484.65,5.77,0.81,FOP,RFQ,0,0.67,0,2,0,None,9,1,7.04
FRKZS80UEBM0,2025-09-19,2025-09-22,Deutsche Bank,APAC,Municipal Bond,JPY,1779278.52,5.38,0.75,FOP,FIX API,0,0.07,1,3,0,None,9,0,7.08
FRW8Z2HY1YU5,2025-10-31,2025-11-01,JP Morgan,AMER,Municipal Bond,JPY,7321495.48,2.16,1.09,FOP,Voice,0,0.57,0,1,0,None,10,1,1.96
DEYY99JKHB39,2025-10-11,2025-10-13,JP Morgan,APAC,Municipal Bond,EUR,8174655.53,1.75,0.34,DVP,Voice,0,0.33,1,2,0,None,10,1,5.0
JPXU74IQNNR7,2025-09-21,2025-09-23,Citibank,APAC,Municipal Bond,EUR,3786994.59,6.03,0.21,DVP,RFQ,0,0.43,0,2,0,None,9,0,27.41
DET2N5LUQAC4,2025-11-04,2025-11-05,JP Morgan,EMEA,Corporate Bond,USD,9666134.89,4.07,2.96,FOP,RFQ,0,0.3,0,1,0,None,11,1,1.37
DEI95XAJ78Y0,2025-10-10,2025-10-12,Barclays UK,AMER,Sovereign Bond,USD,4011736.36,2.71,0.38,DVP,Chat,0,0.43,1,2,0,None,10,0,6.95
GB81ILG69NQ6,2025-09-14,2025-09-15,HSBC,APAC,Corporate Bond,EUR,3031559.59,6.71,0.98,DVP,Voice,1,0.71,0,1,0,None,9,0,6.78
JPPPP5F0QON6,2025-11-10,2025-11-12,Citibank,APAC,Corporate Bond,GBP,3753245.52,4.64,1.12,DVP,Chat,0,0.21,1,2,0,None,11,0,4.11
DECLOKLGAYX1,2025-09-26,2025-09-28,HSBC,EMEA,Sovereign Bond,GBP,4459098.46,4.88,1.52,FOP,FIX API,0,0.87,0,2,0,None,9,0,3.19
DEBM7D4QRSR3,2025-10-25,2025-10-28,BNP Paribas,AMER,Municipal Bond,GBP,9253549.81,5.54,0.42,DVP,Voice,2,0.18,0,3,0,None,10,1,12.88
GBSZ0TTLNGW7,2025-09-21,2025-09-22,Barclays UK,APAC,Municipal Bond,GBP,6356136.33,3.57,2.07,FOP,RFQ,2,0.11,1,1,0,None,9,1,1.72
DEZNYL0CUV16,2025-10-22,2025-10-25,Deutsche Bank,APAC,Municipal Bond,EUR,1693459.33,3.37,2.02,FOP,FIX API,0,0.63,1,3,0,None,10,0,1.66
GBSB0WMM70N2,2025-09-23,2025-09-24,BNP Paribas,AMER,Corporate Bond,GBP,8156108.13,0.68,1.41,DVP,FIX API,0,0.76,1,1,0,None,9,1,0.48
DE65FVCPQ5B1,2025-11-08,2025-11-10,JP Morgan,AMER,Agency Bond,JPY,5215096.29,7.44,0.26,DVP,Chat,0,0.49,1,2,0,None,11,1,27.56
USS2VRRGZJ50,2025-09-30,2025-10-01,Barclays UK,AMER,Agency Bond,EUR,3892079.67,1.59,2.89,DVP,RFQ,0,0.95,0,1,0,None,9,0,0.55
JP9EGSB04AL5,2025-10-23,2025-10-24,Barclays UK,AMER,Sovereign Bond,JPY,5384157.87,6.21,1.92,FOP,Chat,1,0.0,0,1,0,None,10,1,3.22
INVWSJKOSMO8,2025-09-29,2025-10-01,HSBC,EMEA,Corporate Bond,USD,9038897.84,6.86,1.62,FOP,FIX API,1,0.61,0,2,0,None,9,1,4.21
DER2Y478FH76,2025-10-06,2025-10-07,Citibank,EMEA,Sovereign Bond,USD,1909461.64,6.77,2.26,DVP,RFQ,3,0.11,1,1,0,None,10,0,2.98
FRYR1AEMZTY5,2025-11-07,2025-11-10,HSBC,AMER,Sovereign Bond,JPY,7016123.04,4.3,2.03,DVP,FIX API,0,0.82,1,3,0,None,11,1,2.11
FRDYRW8AR7D0,2025-09-23,2025-09-26,HSBC,EMEA,Corporate Bond,EUR,1712869.44,2.4,0.23,FOP,Chat,0,0.36,1,3,0,None,9,0,10.0
FR21TEZAQEG7,2025-10-07,2025-10-08,Barclays UK,APAC,Sovereign Bond,USD,6565993.64,3.56,1.99,DVP,Voice,0,0.05,0,1,0,None,10,1,1.78
INO145GOLLX4,2025-10-02,2025-10-05,Deutsche Bank,APAC,Corporate Bond,EUR,6449531.51,5.92,1.27,DVP,FIX API,2,0.72,0,3,0,None,10,1,4.62
JP3O2V88N813,2025-10-25,2025-10-28,HSBC,AMER,Agency Bond,EUR,6057467.98,7.49,0.68,FOP,FIX API,0,0.52,0,3,0,None,10,1,10.86
GB5B4Y86EYZ8,2025-09-28,2025-10-01,HSBC,EMEA,Sovereign Bond,EUR,2398073.16,0.83,1.76,FOP,RFQ,0,0.34,1,3,0,None,9,0,0.47
USDN2WXUZ892,2025-10-23,2025-10-26,JP Morgan,AMER,Municipal Bond,EUR,587873.99,7.15,1.79,DVP,RFQ,0,0.81,0,3,0,None,10,0,3.97
GBNZZ7GAZUI4,2025-10-26,2025-10-29,Deutsche Bank,APAC,Corporate Bond,USD,4884850.39,4.52,1.53,DVP,RFQ,0,0.73,1,3,0,None,10,0,2.94
FRR3FNKZ3C52,2025-09-14,2025-09-15,HSBC,EMEA,Municipal Bond,GBP,1540841.36,4.74,1.52,DVP,Chat,0,0.1,0,1,0,None,9,0,3.1
US9SIGFNF495,2025-10-12,2025-10-14,JP Morgan,EMEA,Sovereign Bond,EUR,8286243.01,1.03,1.11,FOP,FIX API,1,0.82,0,2,0,None,10,1,0.92
JPX2HVA11ZT3,2025-09-21,2025-09-24,HSBC,AMER,Municipal Bond,GBP,4983606.45,3.99,2.93,DVP,Voice,0,0.95,1,3,0,None,9,0,1.36
JP6MO8IWA0K9,2025-09-27,2025-09-30,Citibank,AMER,Sovereign Bond,USD,3324100.65,0.71,0.16,FOP,FIX API,2,0.4,0,3,0,None,9,0,4.18
FRW2BTXYFIQ9,2025-10-24,2025-10-26,Barclays UK,AMER,Municipal Bond,JPY,158741.62,2.01,0.17,FOP,FIX API,0,0.75,0,2,0,None,10,0,11.17
US2PYBPVM0D8,2025-09-14,2025-09-17,Deutsche Bank,AMER,Agency Bond,GBP,6468910.71,2.11,0.56,DVP,RFQ,2,0.63,1,3,0,None,9,1,3.7
JPMW42O09XC5,2025-10-25,2025-10-27,JP Morgan,EMEA,Sovereign Bond,USD,3176540.78,7.49,2.27,FOP,FIX API,0,0.61,0,2,0,None,10,0,3.29
GBBREDGNCB85,2025-11-02,2025-11-05,HSBC,AMER,Municipal Bond,EUR,3481999.02,0.7,1.25,DVP,FIX API,1,0.93,1,3,0,None,11,0,0.56
DECZY5JK9QK9,2025-11-12,2025-11-15,Deutsche Bank,EMEA,Municipal Bond,EUR,2761861.01,2.21,0.96,FOP,Voice,0,0.58,0,3,0,None,11,0,2.28
DEZ9K0ZQ8730,2025-10-09,2025-10-11,HSBC,APAC,Municipal Bond,EUR,7203614.95,2.72,2.37,DVP,FIX API,1,0.18,0,2,0,None,10,1,1.14
USR46K6616C0,2025-09-21,2025-09-23,BNP Paribas,APAC,Municipal Bond,USD,4867378.63,5.17,0.33,DVP,Voice,0,0.85,0,2,0,None,9,0,15.21
FR3BTFVR7P93,2025-09-18,2025-09-21,BNP Paribas,APAC,Sovereign Bond,GBP,5810218.11,5.68,0.32,DVP,RFQ,1,0.92,0,3,0,None,9,1,17.21
INO7334YK2F4,2025-10-06,2025-10-09,HSBC,APAC,Municipal Bond,JPY,7439810.23,2.8,1.53,FOP,RFQ,2,0.92,1,3,0,None,10,1,1.82
GBQTFL2OXUR2,2025-10-27,2025-10-30,Barclays UK,EMEA,Municipal Bond,JPY,3046878.61,3.59,1.01,DVP,FIX API,1,0.37,0,3,0,None,10,0,3.52
FRKUPKAIZJU0,2025-09-20,2025-09-21,BNP Paribas,AMER,Corporate Bond,GBP,8162793.31,0.73,0.24,FOP,RFQ,0,0.79,1,1,0,None,9,1,2.92
DEA2N8NKNR51,2025-10-02,2025-10-04,Citibank,APAC,Agency Bond,USD,620609.92,2.29,1.95,DVP,Voice,1,0.86,0,2,0,None,10,0,1.17
FR599JX29EN5,2025-11-05,2025-11-07,Barclays UK,APAC,Municipal Bond,USD,8347191.35,4.26,1.6,DVP,FIX API,2,0.91,0,2,0,None,11,1,2.65
US179712YVH8,2025-09-22,2025-09-25,HSBC,APAC,Agency Bond,EUR,8440474.07,1.28,2.4,DVP,Chat,1,0.18,1,3,0,None,9,1,0.53
INSRSWQ33210,2025-10-30,2025-11-02,Citibank,APAC,Corporate Bond,USD,4786206.38,5.27,1.94,FOP,Voice,1,0.43,0,3,0,None,10,0,2.7
JP0S0JUJY3B0,2025-10-29,2025-10-30,HSBC,EMEA,Agency Bond,GBP,716280.84,6.95,0.61,FOP,RFQ,1,0.53,0,1,0,None,10,0,11.21
USGBTZ63EYK8,2025-09-21,2025-09-22,Citibank,EMEA,Sovereign Bond,JPY,2482780.6,5.82,1.74,DVP,Chat,1,0.86,0,1,0,None,9,0,3.33
IN7FXD7Z8AA5,2025-11-12,2025-11-15,Barclays UK,AMER,Municipal Bond,USD,5537278.99,3.19,1.98,DVP,RFQ,0,0.91,1,3,0,None,11,1,1.6
GBPA5H0H24U6,2025-09-22,2025-09-24,Deutsche Bank,AMER,Corporate Bond,EUR,3945525.69,3.55,0.31,DVP,Chat,0,0.5,0,2,0,None,9,0,11.09
USA1E7SCE3T3,2025-10-15,2025-10-18,BNP Paribas,EMEA,Municipal Bond,GBP,3691918.3,4.79,2.65,FOP,Chat,0,0.96,1,3,0,None,10,0,1.8
IN6OVMQ8QTT5,2025-09-14,2025-09-15,Deutsche Bank,AMER,Agency Bond,EUR,9695436.37,5.44,1.07,FOP,Voice,0,0.15,0,1,0,None,9,1,5.04
JPE6LRIKBDR8,2025-10-23,2025-10-24,Citibank,APAC,Agency Bond,EUR,551167.96,6.82,1.67,FOP,FIX API,2,0.7,1,1,1,Missing Cash,10,0,4.06
FRE2V8WXKXS4,2025-10-10,2025-10-13,JP Morgan,EMEA,Corporate Bond,EUR,4446799.09,7.15,2.2,DVP,FIX API,1,0.07,1,3,0,None,10,0,3.24
JPKJ3F4GJ991,2025-10-27,2025-10-30,HSBC,APAC,Corporate Bond,JPY,3792028.11,4.59,0.14,DVP,Voice,0,0.33,1,3,0,None,10,0,30.6
GBUU67FESNL4,2025-10-21,2025-10-22,BNP Paribas,AMER,Sovereign Bond,JPY,8192731.74,1.95,1.63,FOP,Voice,0,0.2,0,1,0,None,10,1,1.19
DEPZL4J5YAB8,2025-09-23,2025-09-24,Deutsche Bank,APAC,Corporate Bond,GBP,883571.35,4.61,0.19,DVP,Chat,0,0.11,1,1,0,None,9,0,23.05
DE67QFR6IFE0,2025-10-08,2025-10-11,BNP Paribas,AMER,Municipal Bond,EUR,386970.61,4.51,2.53,DVP,Chat,0,0.72,1,3,0,None,10,0,1.78
INFMMOQ2Q5R1,2025-10-25,2025-10-26,JP Morgan,EMEA,Sovereign Bond,EUR,6755299.75,0.76,2.58,DVP,Voice,2,0.91,1,1,0,None,10,1,0.29
INH694XN9R52,2025-11-04,2025-11-05,HSBC,APAC,Corporate Bond,GBP,6818407.35,6.14,2.02,FOP,FIX API,0,0.33,1,1,0,None,11,1,3.02
FR3X29N4M4Z9,2025-09-19,2025-09-21,BNP Paribas,APAC,Municipal Bond,USD,269508.65,5.39,2.87,FOP,Voice,2,0.71,0,2,0,None,9,0,1.87
DEGQ864C7V44,2025-09-20,2025-09-22,Citibank,APAC,Agency Bond,JPY,2917836.13,3.62,1.01,FOP,Chat,0,0.27,1,2,0,None,9,0,3.55
FRX5R6LCP4I0,2025-10-29,2025-10-31,JP Morgan,AMER,Municipal Bond,JPY,6370051.96,6.19,0.96,DVP,RFQ,1,0.21,1,2,0,None,10,1,6.38
DEM8C0PF8WO2,2025-10-19,2025-10-21,HSBC,EMEA,Agency Bond,JPY,257862.3,6.47,1.61,FOP,Chat,0,0.62,0,2,0,None,10,0,3.99
JP9NU5DGC5D0,2025-10-07,2025-10-09,JP Morgan,APAC,Corporate Bond,EUR,2350293.83,2.28,1.56,DVP,RFQ,1,0.81,0,2,0,None,10,0,1.45
GBC26LVB8YF1,2025-11-10,2025-11-12,Barclays UK,APAC,Sovereign Bond,EUR,4330329.83,7.31,1.72,DVP,Voice,0,0.25,0,2,0,None,11,0,4.23
JP50Q4VE48S7,2025-10-02,2025-10-05,Barclays UK,AMER,Sovereign Bond,USD,5275992.52,0.55,2.51,FOP,Voice,1,0.7,0,3,0,None,10,1,0.22
FR7XEL3XZM79,2025-09-22,2025-09-24,Citibank,EMEA,Sovereign Bond,USD,9360284.38,6.54,0.93,FOP,RFQ,0,0.16,1,2,0,None,9,1,6.96
DEN3Z00YWJ07,2025-09-30,2025-10-01,JP Morgan,APAC,Agency Bond,EUR,6854041.13,7.27,1.15,FOP,Chat,1,0.06,0,1,1,Counterparty Mismatch,9,1,6.27
DEAFTMBJNYI5,2025-09-19,2025-09-20,BNP Paribas,APAC,Sovereign Bond,JPY,6679336.34,7.09,0.68,FOP,RFQ,0,0.04,0,1,0,None,9,1,10.28
IN12LDJXBRE6,2025-10-17,2025-10-18,HSBC,APAC,Sovereign Bond,EUR,3381773.51,7.2,2.49,FOP,FIX API,0,0.66,1,1,0,None,10,0,2.88
GB8NPY7DTJK7,2025-10-20,2025-10-21,Barclays UK,APAC,Corporate Bond,JPY,7297423.3,3.48,2.78,DVP,RFQ,0,0.17,0,1,0,None,10,1,1.25
INM52F4903L6,2025-10-20,2025-10-21,JP Morgan,APAC,Agency Bond,USD,7974964.49,4.85,1.01,DVP,Chat,0,0.16,0,1,0,None,10,1,4.75
DEW2O3LVY680,2025-10-30,2025-11-01,JP Morgan,APAC,Agency Bond,EUR,4587518.0,2.23,0.85,FOP,Voice,0,0.88,0,2,0,None,10,0,2.59
