isin,trade_date,settlement_date,counterparty,region,instrument_type,currency,notional_value,coupon_rate,yield_spread,settlement_method,trade_channel,previous_settlement_fails,counterparty_risk_score,ssi_valid,time_to_settle_days,settlement_status,fail_reason,trade_month,high_notional_flag,interest_to_yield_ratio
DEU1OCXAPMY1,2025-09-22,2025-09-23,Citibank,EMEA,Sovereign Bond,USD,5982177.64,6.11,0.87,FOP,Voice,1,0.21,0,1,0,None,9,1,6.94
GBFFUINKGRR8,2025-09-21,2025-09-24,BNP Paribas,APAC,Sovereign Bond,USD,5571082.36,4.45,2.23,DVP,FIX API,0,0.27,1,3,0,None,9,1,1.99
DEIXDJPWUO33,2025-10-02,2025-10-04,Deutsche Bank,EMEA,Municipal Bond,EUR,3157765.49,4.32,2.14,FOP,FIX API,0,1.0,1,2,0,None,10,0,2.01
GBXGFLB5TGD6,2025-09-24,2025-09-25,JP Morgan,APAC,Corporate Bond,EUR,8441624.96,6.14,2.22,DVP,Chat,0,0.46,1,1,0,None,9,1,2.75
JP0A16PKZPW4,2025-10-25,2025-10-28,Barclays UK,EMEA,Corporate Bond,EUR,8774610.6,6.69,0.41,FOP,Voice,0,0.43,1,3,1,Late SSI,10,1,15.93
INCYHWHAP5S2,2025-10-14,2025-10-15,Barclays UK,APAC,Corporate Bond,JPY,6812180.35,3.35,0.18,DVP,Chat,0,0.57,0,1,0,None,10,1,17.63
FRJSGJW9JIM9,2025-10-09,2025-10-12,Deutsche Bank,APAC,Corporate Bond,JPY,7549934.74,3.72,1.34,DVP,Chat,0,0.9,0,3,0,None,10,1,2.76
USW8NDOEHP84,2025-09-22,2025-09-23,Barclays UK,APAC,Corporate Bond,GBP,9398054.58,6.16,2.48,FOP,FIX API,0,0.2,1,1,0,None,9,1,2.47
USTLPO43M0U3,2025-10-07,2025-10-08,JP Morgan,AMER,Agency Bond,GBP,2446710.94,5.92,0.8,FOP,Chat,0,0.73,0,1,0,None,10,0,7.31
INLIE67AOP41,2025-09-25,2025-09-27,Deutsche Bank,AMER,Agency Bond,JPY,9833306.67,2.21,1.19,DVP,FIX API,0,0.3,1,2,0,None,9,1,1.84
USBMBWTX6RI7,2025-10-22,2025-10-25,BNP Paribas,AMER,Municipal Bond,JPY,3849037.57,5.36,2.47,DVP,RFQ,0,0.54,1,3,0,None,10,0,2.16
DE7ZUYL611G2,2025-10-25,2025-10-26,Citibank,EMEA,Agency Bond,USD,648368.23,4.81,2.09,DVP,FIX API,3,0.2,0,1,0,None,10,0,2.29
GB0IAU1UMYT7,2025-10-22,2025-10-23,JP Morgan,APAC,Agency Bond,JPY,9156669.98,2.74,2.48,DVP,Voice,0,0.01,0,1,0,None,10,1,1.1
JP1ATI9FZS64,2025-11-12,2025-11-14,BNP Paribas,APAC,Sovereign Bond,JPY,7638331.06,6.02,2.8,FOP,RFQ,0,0.12,1,2,0,None,11,1,2.14
FR9CU6F76SP9,2025-10-17,2025-10-20,BNP Paribas,EMEA,Corporate Bond,GBP,1854638.36,5.28,1.64,FOP,RFQ,0,0.08,1,3,0,None,10,0,3.2
US04ZHVZIVH2,2025-10-13,2025-10-15,Barclays UK,EMEA,Agency Bond,GBP,8538266.16,5.45,1.9,FOP,FIX API,0,0.5,1,2,0,None,10,1,2.85
US7EE3AXDMY5,2025-09-22,2025-09-25,Citibank,APAC,Agency Bond,GBP,4149852.74,0.7,0.71,DVP,RFQ,0,0.43,1,3,0,None,9,0,0.97
DEPFY9NSM8U9,2025-10-02,2025-10-05,HSBC,AMER,Agency Bond,JPY,5931695.52,4.35,0.33,FOP,Chat,0,0.94,0,3,0,None,10,1,12.79
IN96PL6H6AJ5,2025-10-11,2025-10-14,BNP Paribas,AMER,Corporate Bond,JPY,103066.35,6.68,0.16,FOP,Voice,0,0.76,1,3,0,None,10,0,39.29
DE1GMYWMREA8,2025-09-17,2025-09-19,Deutsche Bank,AMER,Corporate Bond,GBP,4077277.53,1.0,2.33,FOP,Chat,1,0.07,1,2,0,None,9,0,0.43
DESHZVIUS018,2025-10-05,2025-10-06,HSBC,APAC,Agency Bond,JPY,7258040.87,3.25,0.73,DVP,Voice,2,0.76,0,1,0,None,10,1,4.39
FR1Q2VPTNB22,2025-09-14,2025-09-17,HSBC,EMEA,Corporate Bond,GBP,3694971.58,2.3,2.28,DVP,RFQ,0,0.34,1,3,0,None,9,0,1.0
GB8KG66IHCW4,2025-09-22,2025-09-23,Citibank,AMER,Sovereign Bond,EUR,7155346.13,6.92,2.03,FOP,Voice,1,0.47,1,1,0,None,9,1,3.39
IN8SVCTXEHS2,2025-11-01,2025-11-03,Citibank,EMEA,Agency Bond,USD,1047069.51,0.77,1.42,FOP,Chat,0,0.83,0,2,0,None,11,0,0.54
DEYZO6HWRD30,2025-11-10,2025-11-12,HSBC,APAC,Municipal Bond,GBP,9103823.37,6.36,2.03,FOP,FIX API,0,0.27,1,2,0,None,11,1,3.12
US6A6F4CR0X0,2025-10-14,2025-10-15,Citibank,APAC,Agency Bond,USD,1159405.66,2.55,1.7,DVP,Chat,0,0.06,0,1,0,None,10,0,1.49
INGUMKOJP0O5,2025-10-13,2025-10-15,Barclays UK,AMER,Sovereign Bond,EUR,6356622.72,4.81,1.7,DVP,Chat,0,0.25,0,2,0,None,10,1,2.81
GBH11HZDI1G7,2025-10-25,2025-10-28,HSBC,AMER,Corporate Bond,USD,2341959.98,6.78,2.94,DVP,Chat,1,0.65,1,3,0,None,10,0,2.3
INDRWY2W7YS7,2025-10-08,2025-10-10,Deutsche Bank,AMER,Sovereign Bond,JPY,9967949.59,1.19,2.08,DVP,Chat,0,0.25,1,2,0,None,10,1,0.57
GBO3KV48NKB8,2025-11-03,2025-11-04,Deutsche Bank,APAC,Corporate Bond,USD,4421224.76,2.25,1.07,DVP,FIX API,2,0.34,1,1,0,None,11,0,2.08
JPTP9YLPEUF4,2025-10-13,2025-10-16,Barclays UK,AMER,Sovereign Bond,EUR,8129059.49,1.6,0.71,DVP,Chat,1,0.37,1,3,0,None,10,1,2.22
USQLF9SOI7K6,2025-09-18,2025-09-21,Citibank,APAC,Corporate Bond,JPY,4990352.38,2.43,1.75,FOP,RFQ,0,0.45,0,3,0,None,9,0,1.38
US5NP06HJZ78,2025-09-15,2025-09-18,BNP Paribas,APAC,Municipal Bond,EUR,1496391.93,6.25,2.67,DVP,FIX API,0,0.23,0,3,0,None,9,0,2.33
USN58G6NEXZ4,2025-10-29,2025-10-30,HSBC,EMEA,Corporate Bond,EUR,6122146.38,5.51,1.18,DVP,Voice,2,0.68,0,1,0,None,10,1,4.63
JPTJIP3H8N81,2025-10-01,2025-10-04,JP Morgan,AMER,Sovereign Bond,GBP,778407.28,6.58,2.4,DVP,Voice,0,0.57,1,3,0,None,10,0,2.73
USCNXJYIG754,2025-09-30,2025-10-01,Citibank,APAC,Corporate Bond,JPY,3047426.5,4.43,0.85,DVP,FIX API,1,0.07,1,1,0,None,9,0,5.15
GBVEYH1V6W59,2025-10-16,2025-10-17,Deutsche Bank,EMEA,Agency Bond,USD,1363899.69,6.12,1.74,DVP,Chat,0,0.9,0,1,0,None,10,0,3.5
JP1MGPVS0BP3,2025-09-24,2025-09-26,BNP Paribas,EMEA,Municipal Bond,EUR,8929495.22,4.54,2.81,DVP,Voice,0,0.32,0,2,0,None,9,1,1.61
USAR7J5QGO41,2025-10-11,2025-10-12,BNP Paribas,EMEA,Sovereign Bond,JPY,5933088.98,5.55,2.34,DVP,Chat,0,0.15,1,1,0,None,10,1,2.36
GBNLDDIMR3L6,2025-10-28,2025-10-29,Barclays UK,APAC,Municipal Bond,JPY,6655060.75,1.61,2.72,FOP,FIX API,0,0.23,0,1,0,None,10,1,0.59
FR5DQDOYM030,2025-10-29,2025-10-30,JP Morgan,APAC,Agency Bond,JPY,4638829.34,0.67,1.53,FOP,Chat,1,0.08,1,1,0,None,10,0,0.44
FR25Q9QC6LU1,2025-10-16,2025-10-18,Deutsche Bank,APAC,Municipal Bond,GBP,5680805.03,1.04,2.42,DVP,RFQ,1,0.93,0,2,0,None,10,1,0.43
US4UGYH4RA19,2025-09-20,2025-09-23,BNP Paribas,EMEA,Corporate Bond,GBP,447367.35,5.06,1.65,FOP,RFQ,1,0.46,1,3,0,None,9,0,3.05
GBR4QFPS58L5,2025-09-20,2025-09-21,JP Morgan,AMER,Municipal Bond,JPY,825832.88,2.06,0.2,DVP,RFQ,0,0.5,1,1,0,None,9,0,9.81
USRSSKBEKM02,2025-10-30,2025-10-31,BNP Paribas,AMER,Municipal Bond,GBP,7525832.34,1.93,2.09,DVP,Voice,0,0.35,0,1,0,None,10,1,0.92
USMJSWVVANE7,2025-11-02,2025-11-05,BNP Paribas,AMER,Sovereign Bond,EUR,469781.18,4.0,2.58,DVP,RFQ,0,0.59,0,3,0,None,11,0,1.54
IN8CXCTHXGG9,2025-10-06,2025-10-08,Deutsche Bank,EMEA,Sovereign Bond,USD,6834629.72,6.74,0.22,FOP,RFQ,0,0.07,1,2,0,None,10,1,29.3
FRXF1JXQLLB9,2025-11-02,2025-11-05,JP Morgan,AMER,Agency Bond,JPY,2722815.77,2.05,0.67,DVP,FIX API,1,0.13,0,3,0,None,11,0,3.01
JPB980O9G222,2025-09-16,2025-09-19,BNP Paribas,APAC,Corporate Bond,USD,2538030.67,7.03,2.29,DVP,Voice,0,0.79,0,3,0,None,9,0,3.06
FR4NGW34C4L6,2025-10-27,2025-10-29,Barclays UK,EMEA,Municipal Bond,USD,4141111.51,2.34,1.77,DVP,FIX API,3,0.82,0,2,0,None,10,0,1.31
GB1QKD729QS5,2025-10-16,2025-10-19,BNP Paribas,AMER,Corporate Bond,JPY,244822.54,6.66,0.55,DVP,FIX API,0,0.86,1,3,0,None,10,0,11.89
USNFCNZM9788,2025-11-12,2025-11-15,Deutsche Bank,AMER,Corporate Bond,USD,487409.32,2.79,2.68,DVP,FIX API,0,0.03,1,3,0,None,11,0,1.04
USQ270JCIF53,2025-09-20,2025-09-21,Barclays UK,AMER,Agency Bond,EUR,3772141.91,1.71,0.83,FOP,Voice,0,0.88,1,1,0,None,9,0,2.04
GBA7ABDB84T0,2025-11-02,2025-11-05,Barclays UK,EMEA,Corporate Bond,JPY,5934449.94,1.49,0.85,FOP,RFQ,0,0.55,1,3,0,None,11,1,1.73
DEMCR8CHW472,2025-10-29,2025-10-31,Citibank,AMER,Agency Bond,USD,4965763.89,5.9,2.85,FOP,RFQ,0,0.12,1,2,0,None,10,0,2.06
GBNBZOVF8FY4,2025-10-01,2025-10-02,Citibank,EMEA,Agency Bond,JPY,1596710.9,6.17,2.3,FOP,RFQ,0,0.48,1,1,0,None,10,0,2.67
JPXEHI8X33K2,2025-11-12,2025-11-14,JP Morgan,APAC,Municipal Bond,EUR,5599522.79,6.04,1.76,FOP,Chat,1,0.27,0,2,0,None,11,1,3.41
DERUKIE1YNT4,2025-10-10,2025-10-11,HSBC,EMEA,Municipal Bond,JPY,4926897.1,3.17,2.18,DVP,FIX API,0,0.88,0,1,0,None,10,0,1.45
INANFNI3VBQ2,2025-10-04,2025-10-06,HSBC,APAC,Sovereign Bond,EUR,5163999.85,5.41,2.58,FOP,Voice,1,0.47,1,2,0,None,10,1,2.09
INZSIQUW6FV7,2025-11-02,2025-11-05,Barclays UK,APAC,Agency Bond,JPY,6608966.55,6.59,2.69,DVP,Chat,0,0.64,0,3,0,None,11,1,2.44
DESMRA5FKF08,2025-10-10,2025-10-12,HSBC,APAC,Corporate Bond,USD,9802004.11,2.74,2.26,DVP,FIX API,1,0.53,1,2,1,Late SSI,10,1,1.21
FR2F9DW4WZV0,2025-11-12,2025-11-13,Barclays UK,APAC,Municipal Bond,EUR,5759655.03,7.06,0.12,DVP,RFQ,1,0.57,1,1,0,None,11,1,54.31
JPDF9W4DE7K2,2025-10-30,2025-11-02,Deutsche Bank,EMEA,Sovereign Bond,JPY,143575.93,0.5,1.47,FOP,Chat,1,0.03,0,3,0,None,10,0,0.34
DEOJBF7F3M89,2025-09-28,2025-09-29,BNP Paribas,APAC,Municipal Bond,JPY,705262.54,4.15,1.2,DVP,Chat,0,0.04,1,1,0,None,9,0,3.43
INATBIIW32C9,2025-11-01,2025-11-03,HSBC,AMER,Corporate Bond,GBP,9900222.76,1.96,1.68,DVP,Voice,3,0.99,1,2,0,None,11,1,1.16
GB67OLO7GC92,2025-10-19,2025-10-22,BNP Paribas,AMER,Sovereign Bond,USD,1193386.96,3.59,2.45,DVP,FIX API,1,0.51,0,3,0,None,10,0,1.46
USWHGMYCKV69,2025-10-05,2025-10-08,BNP Paribas,APAC,Sovereign Bond,JPY,8769423.79,3.72,0.71,DVP,Voice,0,0.87,0,3,0,None,10,1,5.17
GBAT2UA864G8,2025-10-26,2025-10-28,HSBC,AMER,Municipal Bond,JPY,5525527.41,3.17,2.45,DVP,RFQ,0,0.58,1,2,0,None,10,1,1.29
GBWNHIXNOU76,2025-10-21,2025-10-23,HSBC,AMER,Corporate Bond,USD,8964908.61,0.75,2.6,FOP,FIX API,1,0.36,0,2,0,None,10,1,0.29
JPQFHIAUF0G8,2025-09-23,2025-09-25,HSBC,EMEA,Sovereign Bond,USD,5712809.71,5.85,2.3,FOP,RFQ,1,0.53,0,2,0,None,9,1,2.53
FRV150K4B7D8,2025-09-22,2025-09-24,Citibank,APAC,Sovereign Bond,JPY,7641949.66,2.98,2.99,DVP,Voice,0,0.43,0,2,0,None,9,1,0.99
DEDIX0711X14,2025-09-26,2025-09-29,Barclays UK,EMEA,Agency Bond,EUR,1365051.25,1.35,0.92,FOP,FIX API,1,0.05,0,3,0,None,9,0,1.45
DEKZ5MEDRCU3,2025-09-26,2025-09-29,HSBC,APAC,Sovereign Bond,GBP,1019707.17,0.94,0.88,FOP,FIX API,3,0.57,0,3,0,None,9,0,1.06
USADW89K3FQ2,2025-09-17,2025-09-20,BNP Paribas,AMER,Corporate Bond,JPY,856293.84,5.95,0.3,FOP,FIX API,0,0.56,1,3,0,None,9,0,19.19
FRKGYDE6QSP7,2025-10-05,2025-10-08,Deutsche Bank,EMEA,Agency Bond,GBP,9908178.05,5.8,2.53,DVP,Voice,1,0.57,0,3,0,None,10,1,2.28
IN0EKWOK1B18,2025-09-30,2025-10-01,BNP Paribas,AMER,Municipal Bond,EUR,2885252.0,4.67,2.1,FOP,RFQ,2,0.39,0,1,0,None,9,0,2.21
GBGNBWLXABS9,2025-10-16,2025-10-19,JP Morgan,APAC,Sovereign Bond,GBP,4772185.49,6.47,1.97,FOP,Chat,0,0.04,0,3,0,None,10,0,3.27
FRRY7IWA06K2,2025-10-03,2025-10-06,JP Morgan,EMEA,Sovereign Bond,EUR,7807500.17,2.8,1.47,DVP,FIX API,0,0.8,1,3,0,None,10,1,1.89
GB5GGADXINQ0,2025-10-26,2025-10-29,Citibank,EMEA,Corporate Bond,GBP,4039807.73,2.11,1.08,FOP,RFQ,3,1.0,1,3,0,None,10,0,1.94
JPC7N39TMIY5,2025-10-01,2025-10-02,HSBC,AMER,Agency Bond,GBP,2417218.68,6.31,2.07,FOP,Voice,0,0.24,1,1,0,None,10,0,3.03
FROCEW68K7N6,2025-09-30,2025-10-01,BNP Paribas,APAC,Municipal Bond,GBP,5328586.57,6.72,1.2,FOP,FIX API,0,0.91,1,1,0,None,9,1,5.55
DEMKHE7AJQY9,2025-11-04,2025-11-06,Deutsche Bank,APAC,Municipal Bond,EUR,9309517.77,6.85,0.27,FOP,RFQ,0,0.21,0,2,0,None,11,1,24.46
FRM4I4001484,2025-11-12,2025-11-15,BNP Paribas,AMER,Sovereign Bond,USD,6444827.48,7.11,0.43,DVP,Chat,0,0.45,0,3,0,None,11,1,16.16
INOIJOWD01Q5,2025-10-24,2025-10-25,JP Morgan,AMER,Agency Bond,JPY,9649343.84,3.85,0.4,DVP,Voice,1,0.79,0,1,0,None,10,1,9.39
DEVE53IH4P72,2025-09-19,2025-09-20,Deutsche Bank,APAC,Municipal Bond,JPY,9760735.71,4.4,1.74,DVP,FIX API,0,0.3,1,1,0,None,9,1,2.51
DER822S4EJU5,2025-11-10,2025-11-12,BNP Paribas,EMEA,Agency Bond,GBP,3091691.17,0.97,0.83,DVP,Chat,0,0.2,0,2,0,None,11,0,1.15
GBXMCY7MS9R7,2025-10-31,2025-11-03,Citibank,EMEA,Agency Bond,USD,6124860.07,3.22,1.32,DVP,RFQ,0,0.83,0,3,1,Missing Cash,10,1,2.42
USDB0NF7NGM8,2025-11-08,2025-11-10,HSBC,AMER,Sovereign Bond,USD,4452210.58,5.05,0.25,DVP,Voice,3,0.65,1,2,0,None,11,0,19.42
DEXPGVKB3TD3,2025-11-12,2025-11-14,Barclays UK,EMEA,Corporate Bond,GBP,4562108.06,4.45,0.56,FOP,RFQ,1,0.86,0,2,0,None,11,0,7.81
JP2MKW55ANQ7,2025-11-05,2025-11-08,BNP Paribas,EMEA,Agency Bond,USD,1494250.93,5.29,1.01,FOP,Chat,1,0.91,0,3,0,None,11,0,5.19
GB3UHJXMSCG0,2025-09-21,2025-09-22,HSBC,APAC,Agency Bond,USD,553185.76,7.02,1.92,DVP,RFQ,0,0.99,1,1,0,None,9,0,3.64
DEY7VUK1DAM3,2025-11-04,2025-11-06,JP Morgan,EMEA,Municipal Bond,USD,656474.62,4.92,2.32,FOP,RFQ,1,0.78,0,2,1,Late SSI,11,0,2.11
USU0MODPGZW0,2025-09-28,2025-09-30,Barclays UK,EMEA,Municipal Bond,USD,9952302.99,1.03,2.82,FOP,Voice,1,0.29,0,2,1,Counterparty Mismatch,9,1,0.36
JPW1GIN8ZYH7,2025-10-26,2025-10-27,JP Morgan,AMER,Municipal Bond,JPY,1104888.2,3.98,1.34,DVP,Chat,1,0.33,0,1,0,None,10,0,2.95
DE5Y9N2BQ5Y6,2025-11-02,2025-11-05,Citibank,AMER,Corporate Bond,EUR,9807862.03,6.13,2.59,DVP,Chat,0,0.36,1,3,0,None,11,1,2.36
DE9B2YBLK7Q6,2025-10-29,2025-10-30,Deutsche Bank,AMER,Corporate Bond,GBP,552693.49,7.12,0.52,FOP,RFQ,0,0.9,0,1,0,None,10,0,13.43
DEE9BWPLBA29,2025-10-24,2025-10-25,BNP Paribas,APAC,Agency Bond,USD,1604429.01,0.77,2.19,FOP,RFQ,1,0.28,1,1,0,None,10,0,0.35
JPW06A72EQQ7,2025-10-13,2025-10-14,HSBC,APAC,Municipal Bond,JPY,9328087.73,3.67,2.23,DVP,RFQ,0,0.5,0,1,0,None,10,1,1.64
FRBRRRPYGP84,2025-10-18,2025-10-19,Citibank,AMER,Sovereign Bond,JPY,2083567.01,4.3,1.38,DVP,Chat,1,0.39,0,1,0,None,10,0,3.09
JPVOPZD4W538,2025-09-30,2025-10-02,HSBC,EMEA,Sovereign Bond,JPY,3453570.49,3.38,0.38,FOP,FIX API,0,0.24,0,2,1,Late SSI,9,0,8.67
FRY3ZXUNM402,2025-10-08,2025-10-11,BNP Paribas,APAC,Corporate Bond,GBP,7391916.31,1.11,0.16,FOP,RFQ,0,0.72,0,3,0,None,10,1,6.53
USX2A47H7FU9,2025-10-11,2025-10-13,HSBC,APAC,Municipal Bond,JPY,9242412.77,4.7,0.64,FOP,FIX API,1,0.78,0,2,0,None,10,1,7.23
USKF23VK5K39,2025-10-22,2025-10-25,HSBC,EMEA,Sovereign Bond,GBP,3440999.48,3.17,2.23,FOP,RFQ,1,0.93,1,3,0,None,10,0,1.42
USYIZZQTDCP8,2025-11-05,2025-11-07,JP Morgan,AMER,Municipal Bond,EUR,2198394.99,4.22,0.61,FOP,Chat,0,0.63,0,2,0,None,11,0,6.81
GBEG9KA31TZ1,2025-09-19,2025-09-22,JP Morgan,AMER,Municipal Bond,USD,8100292.43,3.75,0.62,FOP,Voice,2,0.65,1,3,0,None,9,1,5.95
JPPQEZDXALL4,2025-10-14,2025-10-16,Deutsche Bank,APAC,Agency Bond,EUR,3271583.51,1.87,2.46,FOP,FIX API,0,0.84,0,2,0,None,10,0,0.76
GB5C2S59TE77,2025-09-30,2025-10-03,Deutsche Bank,AMER,Municipal Bond,JPY,2438844.98,6.86,1.56,FOP,Voice,0,0.66,1,3,0,None,9,0,4.37
FRDOICAY0ZH7,2025-11-09,2025-11-11,BNP Paribas,APAC,Corporate Bond,GBP,3919968.23,2.88,1.94,DVP,RFQ,0,0.59,1,2,0,None,11,0,1.48
JPVPGFLM9LC5,2025-10-06,2025-10-08,Barclays UK,AMER,Corporate Bond,JPY,3748909.27,3.41,1.92,FOP,Voice,0,0.91,0,2,0,None,10,0,1.77
FR9D4PTWSFZ0,2025-11-10,2025-11-13,JP Morgan,AMER,Sovereign Bond,GBP,2017787.83,4.02,1.35,DVP,Voice,0,0.73,0,3,0,None,11,0,2.96
FRMGCKWZS191,2025-10-03,2025-10-04,JP Morgan,APAC,Sovereign Bond,EUR,8850186.91,6.87,2.88,DVP,Voice,1,0.77,0,1,0,None,10,1,2.38
JPXOSYC6YNV6,2025-09-14,2025-09-15,JP Morgan,APAC,Corporate Bond,JPY,164232.03,5.45,2.82,DVP,RFQ,1,0.19,0,1,0,None,9,0,1.93
JP19H0YNEWT5,2025-10-30,2025-11-02,Deutsche Bank,AMER,Municipal Bond,JPY,6503916.22,7.29,1.1,FOP,FIX API,0,0.35,1,3,0,None,10,1,6.57
DEHWUKRJMR50,2025-10-27,2025-10-30,JP Morgan,EMEA,Corporate Bond,GBP,114114.71,5.62,2.28,FOP,Voice,0,0.75,1,3,0,None,10,0,2.45
DE1JSSWI4VZ3,2025-10-27,2025-10-28,Citibank,AMER,Municipal Bond,USD,3663737.83,0.61,1.73,FOP,FIX API,0,0.12,0,1,0,None,10,0,0.35
GB0OH1JEJQV2,2025-10-11,2025-10-12,BNP Paribas,AMER,Municipal Bond,JPY,194111.4,7.21,1.59,DVP,Voice,0,0.98,0,1,0,None,10,0,4.51
JPDEZT0V61M7,2025-10-23,2025-10-24,Deutsche Bank,APAC,Corporate Bond,EUR,3558337.66,6.4,1.15,DVP,FIX API,1,0.26,0,1,0,None,10,0,5.52
FR5O3CILDRZ4,2025-10-05,2025-10-08,BNP Paribas,EMEA,Municipal Bond,JPY,3963862.1,5.08,0.84,FOP,Chat,0,0.43,0,3,0,None,10,0,5.98
USFYA2819V05,2025-09-17,2025-09-20,Deutsche Bank,APAC,Agency Bond,EUR,7587319.75,3.39,1.32,FOP,FIX API,0,0.09,1,3,0,None,9,1,2.55
JP7GS79X5FH7,2025-10-16,2025-10-18,Citibank,EMEA,Corporate Bond,GBP,4868708.91,4.2,2.85,FOP,Voice,0,0.07,1,2,0,None,10,0,1.47
US2ZJCUOBDX0,2025-09-27,2025-09-30,Barclays UK,APAC,Municipal Bond,GBP,5210707.67,6.61,0.7,DVP,FIX API,1,0.04,0,3,0,None,9,1,9.31
INLQH5XRRI77,2025-10-09,2025-10-11,JP Morgan,APAC,Agency Bond,EUR,2588602.67,2.67,1.89,FOP,FIX API,0,0.17,0,2,0,None,10,0,1.41
JPE9ZWEJFZF6,2025-09-26,2025-09-29,Barclays UK,APAC,Agency Bond,JPY,4646450.17,7.32,0.23,DVP,RFQ,0,0.95,0,3,0,None,9,0,30.5
DEHW73U5KQT2,2025-09-30,2025-10-01,BNP Paribas,EMEA,Sovereign Bond,GBP,4360886.92,3.68,2.65,FOP,Voice,0,0.9,0,1,0,None,9,0,1.38
FR1A5Y14IMG1,2025-11-02,2025-11-03,Barclays UK,AMER,Agency Bond,EUR,5012728.22,6.8,1.03,FOP,FIX API,1,0.65,0,1,0,None,11,1,6.54
USVXSVTUX204,2025-10-04,2025-10-05,Citibank,AMER,Sovereign Bond,EUR,4084306.26,7.27,1.87,FOP,Chat,0,0.73,0,1,0,None,10,0,3.87
JPGI0CWKXUY7,2025-10-18,2025-10-19,HSBC,AMER,Sovereign Bond,USD,2652196.86,2.22,2.17,DVP,Chat,1,0.52,0,1,0,None,10,0,1.02
GBVSZOCIBWF4,2025-10-17,2025-10-20,BNP Paribas,EMEA,Municipal Bond,USD,4494943.13,4.68,0.94,DVP,Chat,1,0.72,1,3,0,None,10,0,4.93
JPUD5R9D37K1,2025-10-13,2025-10-14,Deutsche Bank,AMER,Sovereign Bond,EUR,6645427.27,5.37,2.14,DVP,FIX API,0,0.68,0,1,0,None,10,1,2.5
GBV6ST7J5KK5,2025-10-04,2025-10-05,Citibank,EMEA,Corporate Bond,EUR,2622694.47,1.6,2.11,DVP,Voice,3,0.09,1,1,0,None,10,0,0.75
US49EZQTPKS3,2025-10-24,2025-10-26,Barclays UK,APAC,Agency Bond,USD,8482337.16,1.61,0.16,FOP,Chat,0,0.78,1,2,1,Instruction Error,10,1,9.47
FRO5OIQIG632,2025-09-16,2025-09-19,Citibank,AMER,Municipal Bond,JPY,6780484.65,5.77,0.81,FOP,FIX API,0,0.67,0,3,0,None,9,1,7.04
DEBH32QX1KN2,2025-09-19,2025-09-20,Citibank,AMER,Sovereign Bond,JPY,1779278.52,5.38,0.75,DVP,FIX API,0,0.07,0,1,0,None,9,0,7.08
JP7FF46YFE30,2025-10-31,2025-11-01,Barclays UK,EMEA,Sovereign Bond,JPY,7321495.48,2.16,1.09,DVP,Chat,0,0.57,0,1,0,None,10,1,1.96
FROOLJB1KN58,2025-10-11,2025-10-14,BNP Paribas,APAC,Municipal Bond,JPY,8174655.53,1.75,0.34,FOP,FIX API,0,0.33,1,3,0,None,10,1,5.0
GB4UFT33U9Z6,2025-09-21,2025-09-24,JP Morgan,EMEA,Municipal Bond,JPY,3786994.59,6.03,0.21,FOP,Voice,0,0.43,1,3,0,None,9,0,27.41
DE565PV6Q9D2,2025-11-04,2025-11-06,BNP Paribas,AMER,Sovereign Bond,EUR,9666134.89,4.07,2.96,DVP,Chat,0,0.3,0,2,0,None,11,1,1.37
INJ9V1C4DFA7,2025-10-10,2025-10-11,Deutsche Bank,APAC,Municipal Bond,EUR,4011736.36,2.71,0.38,DVP,Voice,0,0.43,0,1,0,None,10,0,6.95
INDCA8407HP1,2025-09-14,2025-09-15,JP Morgan,EMEA,Sovereign Bond,GBP,3031559.59,6.71,0.98,DVP,Chat,1,0.71,1,1,0,None,9,0,6.78
GBZOAJCGDFI0,2025-11-10,2025-11-12,Barclays UK,EMEA,Corporate Bond,EUR,3753245.52,4.64,1.12,FOP,Voice,0,0.21,1,2,0,None,11,0,4.11
JPUFRKCXEFL7,2025-09-26,2025-09-29,Deutsche Bank,EMEA,Agency Bond,GBP,4459098.46,4.88,1.52,DVP,FIX API,0,0.87,0,3,0,None,9,0,3.19
USSKPA2SYYT6,2025-10-25,2025-10-27,BNP Paribas,EMEA,Municipal Bond,USD,9253549.81,5.54,0.42,DVP,Voice,2,0.18,0,2,0,None,10,1,12.88
GBG3CQSETY58,2025-09-21,2025-09-24,Deutsche Bank,EMEA,Corporate Bond,GBP,6356136.33,3.57,2.07,DVP,FIX API,2,0.11,0,3,0,None,9,1,1.72
GB4VCPLBH409,2025-10-22,2025-10-24,BNP Paribas,EMEA,Agency Bond,USD,1693459.33,3.37,2.02,DVP,FIX API,0,0.63,0,2,0,None,10,0,1.66
FR2J6HKSH6K9,2025-09-23,2025-09-25,HSBC,AMER,Municipal Bond,EUR,8156108.13,0.68,1.41,DVP,FIX API,0,0.76,1,2,0,None,9,1,0.48
JPN2MPHIHF23,2025-11-08,2025-11-09,Deutsche Bank,APAC,Sovereign Bond,USD,5215096.29,7.44,0.26,DVP,FIX API,0,0.49,0,1,0,None,11,1,27.56
JP9VUPM9TE90,2025-09-30,2025-10-01,JP Morgan,APAC,Corporate Bond,JPY,3892079.67,1.59,2.89,FOP,FIX API,0,0.95,1,1,0,None,9,0,0.55
